source,file,run,size,activity,ns
fda,event.json,6,1819,writing,1925722
json.org,json_eg2.json,6,242,reading,578842
json.org,json_eg2.json,6,242,loading,30442
json.org,json_eg2.json,6,242,saving,37331
json.org,json_eg2.json,6,242,writing,635644
json.org,json_eg1.json,6,583,reading,1413868
json.org,json_eg1.json,6,583,loading,29357
json.org,json_eg1.json,6,583,saving,23651
json.org,json_eg1.json,6,583,writing,917087
ncdc,ncdc_stations_big.json,6,200908,reading,271757389
ncdc,ncdc_stations_big.json,6,200908,loading,75854
ncdc,ncdc_stations_big.json,6,200908,saving,1663589
ncdc,ncdc_stations_big.json,6,200908,writing,365360938
ncdc,ncdc_07030.json,6,111,reading,429244
ncdc,ncdc_07030.json,6,111,loading,35294
ncdc,ncdc_07030.json,6,111,saving,15244
ncdc,ncdc_07030.json,6,111,writing,380219
penn,historic-20181028.json,6,1468638,reading,1980193606
penn,historic-20181028.json,6,1468638,loading,1056131
penn,historic-20181028.json,6,1468638,saving,11573982
penn,historic-20181028.json,6,1468638,writing,2296873326
fda,recall100.json,6,2117776,reading,2817053008
fda,recall100.json,6,2117776,loading,34144
fda,recall100.json,6,2117776,saving,8737445
fda,recall100.json,6,2117776,writing,2140256361
synthetic,obj_rename.json,6,69,reading,332295
synthetic,obj_rename.json,6,69,loading,30545
synthetic,obj_rename.json,6,69,saving,11977
synthetic,obj_rename.json,6,69,writing,386505
rv,human_male.json,6,603912,reading,813141307
rv,human_male.json,6,603912,loading,1263324
rv,human_male.json,6,603912,saving,5054238
rv,human_male.json,6,603912,writing,934330392
rv,agni.json,6,89267,reading,123887368
rv,agni.json,6,89267,loading,225637
rv,agni.json,6,89267,saving,794721
rv,agni.json,6,89267,writing,140533507
gh,gh_licenses.json,6,2507,reading,3577789
gh,gh_licenses.json,6,2507,loading,65419
gh,gh_licenses.json,6,2507,saving,59499
gh,gh_licenses.json,6,2507,writing,4414787
ncdc,ncdc_locationcategories.json,6,543,reading,1027732
ncdc,ncdc_locationcategories.json,6,543,loading,30416
ncdc,ncdc_locationcategories.json,6,543,saving,32904
ncdc,ncdc_locationcategories.json,6,543,writing,1598048
fda,tobacco100.json,6,63634,reading,85675492
fda,tobacco100.json,6,63634,loading,35069
fda,tobacco100.json,6,63634,saving,300298
fda,tobacco100.json,6,63634,writing,46748993
gh,gh_events.json,6,54778,reading,75111585
gh,gh_events.json,6,54778,loading,70049
gh,gh_events.json,6,54778,saving,336100
gh,gh_events.json,6,54778,writing,47226702
fda,tobacco_products.json,6,2345,reading,3287827
fda,tobacco_products.json,6,2345,loading,32053
fda,tobacco_products.json,6,2345,saving,37475
fda,tobacco_products.json,6,2345,writing,2022213
ncdc,ncdc_datasets.json,6,1625,reading,2434846
ncdc,ncdc_datasets.json,6,1625,loading,28282
ncdc,ncdc_datasets.json,6,1625,saving,38981
ncdc,ncdc_datasets.json,6,1625,writing,3210065
fda,tobacco10.json,6,6567,reading,9202837
fda,tobacco10.json,6,6567,loading,42526
fda,tobacco10.json,6,6567,saving,52138
fda,tobacco10.json,6,6567,writing,4872398
fda,recall10.json,6,212061,reading,276125291
fda,recall10.json,6,212061,loading,34566
fda,recall10.json,6,212061,saving,1092713
fda,recall10.json,6,212061,writing,203579377
json.org,json_eg5.json,6,873,reading,1540183
json.org,json_eg5.json,6,873,loading,31381
json.org,json_eg5.json,6,873,saving,30222
json.org,json_eg5.json,6,873,writing,1771405
gh,gh_emoji.json,6,173641,reading,234408635
gh,gh_emoji.json,6,173641,loading,977189
gh,gh_emoji.json,6,173641,saving,1795764
gh,gh_emoji.json,6,173641,writing,85916868
penguin,rust.json,6,161726,reading,220334699
penguin,rust.json,6,161726,loading,33315
penguin,rust.json,6,161726,saving,440684
penguin,rust.json,6,161726,writing,50529360
ncdc,ncdc_locations.json,6,2808,reading,4098272
ncdc,ncdc_locations.json,6,2808,loading,29418
ncdc,ncdc_locations.json,6,2808,saving,47626
ncdc,ncdc_locations.json,6,2808,writing,5753444
fda,tobacco.json,6,1144,reading,1749747
fda,tobacco.json,6,1144,loading,30700
fda,tobacco.json,6,1144,saving,21692
fda,tobacco.json,6,1144,writing,932289
doi,doi_smoosh.json,6,537,reading,908549
doi,doi_smoosh.json,6,537,loading,29814
doi,doi_smoosh.json,6,537,saving,26135
doi,doi_smoosh.json,6,537,writing,1222712
json.org,json_eg3.json,6,602,reading,992649
json.org,json_eg3.json,6,602,loading,32294
json.org,json_eg3.json,6,602,saving,23973
json.org,json_eg3.json,6,602,writing,1234819
gh,gh_mgree_events.json,6,168832,reading,227863409
gh,gh_mgree_events.json,6,168832,loading,72404
gh,gh_mgree_events.json,6,168832,saving,873207
gh,gh_mgree_events.json,6,168832,writing,130994944
fda,registrationlisting100.json,6,214459,reading,291906174
fda,registrationlisting100.json,6,214459,loading,33846
fda,registrationlisting100.json,6,214459,saving,1467991
fda,registrationlisting100.json,6,214459,writing,229346222
ncdc,ncdc_datacategories.json,6,1075,reading,1832829
ncdc,ncdc_datacategories.json,6,1075,loading,30491
ncdc,ncdc_datacategories.json,6,1075,saving,46068
ncdc,ncdc_datacategories.json,6,1075,writing,2876414
fda,registrationlisting.json,6,3228,reading,4436682
fda,registrationlisting.json,6,3228,loading,29299
fda,registrationlisting.json,6,3228,saving,36985
fda,registrationlisting.json,6,3228,writing,3802129
fda,event100.json,6,2945177,reading,3943095295
fda,event100.json,6,2945177,loading,34638
fda,event100.json,6,2945177,saving,9539287
fda,event100.json,6,2945177,writing,2146626053
synthetic,list2.json,6,25,reading,285440
synthetic,list2.json,6,25,loading,65863
synthetic,list2.json,6,25,saving,15326
synthetic,list2.json,6,25,writing,292926
gh,gh_gpl3.json,6,36979,reading,51773376
gh,gh_gpl3.json,6,36979,loading,38865
gh,gh_gpl3.json,6,36979,saving,79124
gh,gh_gpl3.json,6,36979,writing,9898583
ncdc,ncdc_datatypes.json,6,4013,reading,5631788
ncdc,ncdc_datatypes.json,6,4013,loading,33750
ncdc,ncdc_datatypes.json,6,4013,saving,50208
ncdc,ncdc_datatypes.json,6,4013,writing,6255812
fda,recall.json,6,22475,reading,32208073
fda,recall.json,6,22475,loading,35323
fda,recall.json,6,22475,saving,115044
fda,recall.json,6,22475,writing,22154625
synthetic,object_null.json,6,95,reading,350115
synthetic,object_null.json,6,95,loading,31336
synthetic,object_null.json,6,95,saving,13616
synthetic,object_null.json,6,95,writing,312137
synthetic,object.json,6,77,reading,368609
synthetic,object.json,6,77,loading,30587
synthetic,object.json,6,77,saving,10817
synthetic,object.json,6,77,writing,296119
gh,gh_apache2.json,6,12591,reading,17944951
gh,gh_apache2.json,6,12591,loading,43782
gh,gh_apache2.json,6,12591,saving,36889
gh,gh_apache2.json,6,12591,writing,3474538
gov.uk,bank-holidays.json,6,15124,reading,22813591
gov.uk,bank-holidays.json,6,15124,loading,45186
gov.uk,bank-holidays.json,6,15124,saving,220325
gov.uk,bank-holidays.json,6,15124,writing,34398731
rv,demons.json,6,194,reading,505122
rv,demons.json,6,194,loading,56189
rv,demons.json,6,194,saving,16201
rv,demons.json,6,194,writing,542489
penguin,bsd.json,6,5415,reading,8098804
penguin,bsd.json,6,5415,loading,43320
penguin,bsd.json,6,5415,saving,60387
penguin,bsd.json,6,5415,writing,3818500
ncdc,ncdc_ewr_station.json,6,191,reading,578654
ncdc,ncdc_ewr_station.json,6,191,loading,45497
ncdc,ncdc_ewr_station.json,6,191,saving,20034
ncdc,ncdc_ewr_station.json,6,191,writing,487652
gh,ffs_issues.json,6,38158,reading,54157227
gh,ffs_issues.json,6,38158,loading,63520
gh,ffs_issues.json,6,38158,saving,234822
gh,ffs_issues.json,6,38158,writing,32735100
fda,recall50.json,6,1049501,reading,1409016355
fda,recall50.json,6,1049501,loading,34814
fda,recall50.json,6,1049501,saving,4430221
fda,recall50.json,6,1049501,writing,1091269232
rv,human_male.json,7,603912,reading,828435543
rv,human_male.json,7,603912,loading,1252134
rv,human_male.json,7,603912,saving,5142708
rv,human_male.json,7,603912,writing,933850077
penguin,bsd.json,7,5415,reading,7988235
penguin,bsd.json,7,5415,loading,37993
penguin,bsd.json,7,5415,saving,58949
penguin,bsd.json,7,5415,writing,3490568
ncdc,ncdc_zips.json,7,2851,reading,4024496
ncdc,ncdc_zips.json,7,2851,loading,34128
ncdc,ncdc_zips.json,7,2851,saving,44926
ncdc,ncdc_zips.json,7,2851,writing,5773936
gh,ffs_issues.json,7,38158,reading,50865507
gh,ffs_issues.json,7,38158,loading,62987
gh,ffs_issues.json,7,38158,saving,237392
gh,ffs_issues.json,7,38158,writing,48226509
fda,tobacco100.json,7,63634,reading,88194307
fda,tobacco100.json,7,63634,loading,35085
fda,tobacco100.json,7,63634,saving,326754
fda,tobacco100.json,7,63634,writing,46964004
fda,tobacco.json,7,1144,reading,1841054
fda,tobacco.json,7,1144,loading,31906
fda,tobacco.json,7,1144,saving,20492
fda,tobacco.json,7,1144,writing,989266
fda,recall.json,7,22475,reading,30995139
fda,recall.json,7,22475,loading,35923
fda,recall.json,7,22475,saving,133133
fda,recall.json,7,22475,writing,22459943
synthetic,object_null.json,7,95,reading,163087
synthetic,object_null.json,7,95,loading,29337
synthetic,object_null.json,7,95,saving,17461
synthetic,object_null.json,7,95,writing,327417
json.org,json_eg1.json,7,583,reading,1004435
json.org,json_eg1.json,7,583,loading,29499
json.org,json_eg1.json,7,583,saving,21329
json.org,json_eg1.json,7,583,writing,875375
json.org,json_eg3.json,7,602,reading,1057766
json.org,json_eg3.json,7,602,loading,30858
json.org,json_eg3.json,7,602,saving,18114
json.org,json_eg3.json,7,602,writing,956564
gh,gh_events.json,7,54778,reading,75693443
gh,gh_events.json,7,54778,loading,70165
gh,gh_events.json,7,54778,saving,371790
gh,gh_events.json,7,54778,writing,49868870
ncdc,ncdc_locations.json,7,2808,reading,4023642
ncdc,ncdc_locations.json,7,2808,loading,30021
ncdc,ncdc_locations.json,7,2808,saving,54175
ncdc,ncdc_locations.json,7,2808,writing,5697635
gh,mgree.json,7,1331,reading,2750871
gh,mgree.json,7,1331,loading,43600
gh,mgree.json,7,1331,saving,42265
gh,mgree.json,7,1331,writing,1404621
fda,recall50.json,7,1049501,reading,1385718522
fda,recall50.json,7,1049501,loading,36823
fda,recall50.json,7,1049501,saving,4586394
fda,recall50.json,7,1049501,writing,1002679386
rv,animal.json,7,7051,reading,10736166
rv,animal.json,7,7051,loading,76973
rv,animal.json,7,7051,saving,96614
rv,animal.json,7,7051,writing,10951034
fda,event.json,7,1819,reading,3267163
fda,event.json,7,1819,loading,31319
fda,event.json,7,1819,saving,30853
fda,event.json,7,1819,writing,1924166
synthetic,list2.json,7,25,reading,57895
synthetic,list2.json,7,25,loading,53929
synthetic,list2.json,7,25,saving,15592
synthetic,list2.json,7,25,writing,299589
penguin,dekeijzer.json,7,446,reading,1466006
penguin,dekeijzer.json,7,446,loading,32665
penguin,dekeijzer.json,7,446,saving,21579
penguin,dekeijzer.json,7,446,writing,998048
rv,demons.json,7,194,reading,289415
rv,demons.json,7,194,loading,52138
rv,demons.json,7,194,saving,13942
rv,demons.json,7,194,writing,480908
synthetic,object.json,7,77,reading,148859
synthetic,object.json,7,77,loading,33739
synthetic,object.json,7,77,saving,13722
synthetic,object.json,7,77,writing,295704
gh,gh_gpl3.json,7,36979,reading,49844096
gh,gh_gpl3.json,7,36979,loading,42877
gh,gh_gpl3.json,7,36979,saving,64316
gh,gh_gpl3.json,7,36979,writing,8875630
fda,waterpipe.json,7,1955,reading,4168216
fda,waterpipe.json,7,1955,loading,35763
fda,waterpipe.json,7,1955,saving,35151
fda,waterpipe.json,7,1955,writing,1540883
gh,gh_mgree_events.json,7,168832,reading,223589686
gh,gh_mgree_events.json,7,168832,loading,71515
gh,gh_mgree_events.json,7,168832,saving,963633
gh,gh_mgree_events.json,7,168832,writing,148417204
gov.uk,bank-holidays.json,7,15124,reading,21747189
gov.uk,bank-holidays.json,7,15124,loading,38201
gov.uk,bank-holidays.json,7,15124,saving,243320
gov.uk,bank-holidays.json,7,15124,writing,33848119
ncdc,ncdc_stations_big.json,7,200908,reading,267345167
ncdc,ncdc_stations_big.json,7,200908,loading,33396
ncdc,ncdc_stations_big.json,7,200908,saving,2003513
ncdc,ncdc_stations_big.json,7,200908,writing,343495335
gh,mgree_repos.json,7,159905,reading,215699961
gh,mgree_repos.json,7,159905,loading,74665
gh,mgree_repos.json,7,159905,saving,871542
gh,mgree_repos.json,7,159905,writing,137449022
penguin,linux.json,7,64401,reading,92449161
penguin,linux.json,7,64401,loading,33597
penguin,linux.json,7,64401,saving,344019
penguin,linux.json,7,64401,writing,33899362
fda,tobacco_products.json,7,2345,reading,4138751
fda,tobacco_products.json,7,2345,loading,39576
fda,tobacco_products.json,7,2345,saving,37161
fda,tobacco_products.json,7,2345,writing,2521289
ncdc,ncdc_datatypes.json,7,4013,reading,5424788
ncdc,ncdc_datatypes.json,7,4013,loading,29605
ncdc,ncdc_datatypes.json,7,4013,saving,47889
ncdc,ncdc_datatypes.json,7,4013,writing,5801229
ncdc,ncdc_07030.json,7,111,reading,1041573
ncdc,ncdc_07030.json,7,111,loading,30269
ncdc,ncdc_07030.json,7,111,saving,10321
ncdc,ncdc_07030.json,7,111,writing,381093
doi,doi_smoosh.json,7,537,reading,950504
doi,doi_smoosh.json,7,537,loading,30055
doi,doi_smoosh.json,7,537,saving,24808
doi,doi_smoosh.json,7,537,writing,1325515
fda,registrationlisting100.json,7,214459,reading,280988926
fda,registrationlisting100.json,7,214459,loading,33272
fda,registrationlisting100.json,7,214459,saving,1638228
fda,registrationlisting100.json,7,214459,writing,227278942
gh,gh_apache2.json,7,12591,reading,17410765
gh,gh_apache2.json,7,12591,loading,36813
gh,gh_apache2.json,7,12591,saving,46950
gh,gh_apache2.json,7,12591,writing,3834199
fda,recall100.json,7,2117776,reading,2781054451
fda,recall100.json,7,2117776,loading,34087
fda,recall100.json,7,2117776,saving,8538352
fda,recall100.json,7,2117776,writing,2038468817
penguin,rust.json,7,161726,reading,215824625
penguin,rust.json,7,161726,loading,34965
penguin,rust.json,7,161726,saving,453183
penguin,rust.json,7,161726,writing,39402210
ncdc,ncdc_07030_stations.json,7,1476,reading,2988018
ncdc,ncdc_07030_stations.json,7,1476,loading,29579
ncdc,ncdc_07030_stations.json,7,1476,saving,35109
ncdc,ncdc_07030_stations.json,7,1476,writing,3168857
gh,gh_emoji.json,7,173641,reading,230012816
gh,gh_emoji.json,7,173641,loading,1024862
gh,gh_emoji.json,7,173641,saving,1542454
gh,gh_emoji.json,7,173641,writing,81897079
ncdc,ncdc_ewr_station.json,7,191,reading,312578
ncdc,ncdc_ewr_station.json,7,191,loading,46039
ncdc,ncdc_ewr_station.json,7,191,saving,13836
ncdc,ncdc_ewr_station.json,7,191,writing,549735
fda,registrationlisting.json,7,3228,reading,5146601
fda,registrationlisting.json,7,3228,loading,34051
fda,registrationlisting.json,7,3228,saving,41125
fda,registrationlisting.json,7,3228,writing,3647678
ncdc,ncdc_locationcategories.json,7,543,reading,1770380
ncdc,ncdc_locationcategories.json,7,543,loading,33353
ncdc,ncdc_locationcategories.json,7,543,saving,27324
ncdc,ncdc_locationcategories.json,7,543,writing,1473748
fda,event100.json,7,2945177,reading,3833230130
fda,event100.json,7,2945177,loading,43861
fda,event100.json,7,2945177,saving,9903445
fda,event100.json,7,2945177,writing,1859297432
gh,ffs.json,7,5089,reading,7422422
gh,ffs.json,7,5089,loading,82705
gh,ffs.json,7,5089,saving,79033
gh,ffs.json,7,5089,writing,4624086
json.org,json_eg2.json,7,242,reading,1217740
json.org,json_eg2.json,7,242,loading,29388
json.org,json_eg2.json,7,242,saving,24047
json.org,json_eg2.json,7,242,writing,753260
fda,recall10.json,7,212061,reading,278351007
fda,recall10.json,7,212061,loading,35363
fda,recall10.json,7,212061,saving,1118547
fda,recall10.json,7,212061,writing,204880639
json.org,json_eg4.json,7,3468,reading,4917958
json.org,json_eg4.json,7,3468,loading,30470
json.org,json_eg4.json,7,3468,saving,44162
json.org,json_eg4.json,7,3468,writing,3864533
rv,agni.json,7,89267,reading,119811608
rv,agni.json,7,89267,loading,202050
rv,agni.json,7,89267,saving,892895
rv,agni.json,7,89267,writing,125767448
ncdc,ncdc_datasets.json,7,1625,reading,2449856
ncdc,ncdc_datasets.json,7,1625,loading,32619
ncdc,ncdc_datasets.json,7,1625,saving,35436
ncdc,ncdc_datasets.json,7,1625,writing,3439418
gh,kmt.json,7,4979,reading,7699222
gh,kmt.json,7,4979,loading,80099
gh,kmt.json,7,4979,saving,69772
gh,kmt.json,7,4979,writing,4271049
penn,historic-20181028.json,7,1468638,reading,1976952605
penn,historic-20181028.json,7,1468638,loading,1105752
penn,historic-20181028.json,7,1468638,saving,11557764
penn,historic-20181028.json,7,1468638,writing,1660251391
ncdc,ncdc_datacategories.json,7,1075,reading,2623902
ncdc,ncdc_datacategories.json,7,1075,loading,33312
ncdc,ncdc_datacategories.json,7,1075,saving,52277
ncdc,ncdc_datacategories.json,7,1075,writing,2817930
penguin,grisham.json,7,22488,reading,33597695
penguin,grisham.json,7,22488,loading,43470
penguin,grisham.json,7,22488,saving,532491
penguin,grisham.json,7,22488,writing,47041678
json.org,json_eg5.json,7,873,reading,2188748
json.org,json_eg5.json,7,873,loading,52201
json.org,json_eg5.json,7,873,saving,35731
json.org,json_eg5.json,7,873,writing,2165675
ncdc,ncdc_gsom_sample.json,7,2867,reading,4080501
ncdc,ncdc_gsom_sample.json,7,2867,loading,30593
ncdc,ncdc_gsom_sample.json,7,2867,saving,57523
ncdc,ncdc_gsom_sample.json,7,2867,writing,6036613
synthetic,obj_rename.json,7,69,reading,970729
synthetic,obj_rename.json,7,69,loading,34762
synthetic,obj_rename.json,7,69,saving,16109
synthetic,obj_rename.json,7,69,writing,375222
fda,tobacco10.json,7,6567,reading,10095121
fda,tobacco10.json,7,6567,loading,31999
fda,tobacco10.json,7,6567,saving,67705
fda,tobacco10.json,7,6567,writing,4600987
gh,gh_licenses.json,7,2507,reading,3605527
gh,gh_licenses.json,7,2507,loading,66221
gh,gh_licenses.json,7,2507,saving,40750
gh,gh_licenses.json,7,2507,writing,3072082
doi,doi_10.1000_1.json,7,369,reading,1457029
doi,doi_10.1000_1.json,7,369,loading,29881
doi,doi_10.1000_1.json,7,369,saving,22272
doi,doi_10.1000_1.json,7,369,writing,1051965
ncdc,ncdc_07030_stations.json,8,1476,reading,2001583
ncdc,ncdc_07030_stations.json,8,1476,loading,28607
ncdc,ncdc_07030_stations.json,8,1476,saving,40941
ncdc,ncdc_07030_stations.json,8,1476,writing,3227223
ncdc,ncdc_gsom_sample.json,8,2867,reading,3868912
ncdc,ncdc_gsom_sample.json,8,2867,loading,30726
ncdc,ncdc_gsom_sample.json,8,2867,saving,56435
ncdc,ncdc_gsom_sample.json,8,2867,writing,6205781
penn,historic-20181028.json,8,1468638,reading,1933916107
penn,historic-20181028.json,8,1468638,loading,1068834
penn,historic-20181028.json,8,1468638,saving,11244983
penn,historic-20181028.json,8,1468638,writing,1584246986
penguin,grisham.json,8,22488,reading,31427020
penguin,grisham.json,8,22488,loading,32552
penguin,grisham.json,8,22488,saving,478384
penguin,grisham.json,8,22488,writing,47253154
ncdc,ncdc_zips.json,8,2851,reading,4516710
ncdc,ncdc_zips.json,8,2851,loading,32713
ncdc,ncdc_zips.json,8,2851,saving,67342
ncdc,ncdc_zips.json,8,2851,writing,5846157
penguin,bsd.json,8,5415,reading,7140100
penguin,bsd.json,8,5415,loading,32228
penguin,bsd.json,8,5415,saving,65058
penguin,bsd.json,8,5415,writing,4053825
fda,event.json,8,1819,reading,2387575
fda,event.json,8,1819,loading,29310
fda,event.json,8,1819,saving,32773
fda,event.json,8,1819,writing,2127018
synthetic,list2.json,8,25,reading,58276
synthetic,list2.json,8,25,loading,55079
synthetic,list2.json,8,25,saving,14876
synthetic,list2.json,8,25,writing,274526
penguin,linux.json,8,64401,reading,87392160
penguin,linux.json,8,64401,loading,33698
penguin,linux.json,8,64401,saving,364092
penguin,linux.json,8,64401,writing,34810674
gh,gh_emoji.json,8,173641,reading,223810003
gh,gh_emoji.json,8,173641,loading,903323
gh,gh_emoji.json,8,173641,saving,1560618
gh,gh_emoji.json,8,173641,writing,77593278
rv,animal.json,8,7051,reading,9525092
rv,animal.json,8,7051,loading,66272
rv,animal.json,8,7051,saving,105156
rv,animal.json,8,7051,writing,10274104
gh,gh_events.json,8,54778,reading,73642021
gh,gh_events.json,8,54778,loading,87337
gh,gh_events.json,8,54778,saving,389955
gh,gh_events.json,8,54778,writing,44772267
ncdc,ncdc_datatypes.json,8,4013,reading,5353022
ncdc,ncdc_datatypes.json,8,4013,loading,30804
ncdc,ncdc_datatypes.json,8,4013,saving,66901
ncdc,ncdc_datatypes.json,8,4013,writing,6897003
json.org,json_eg3.json,8,602,reading,849625
json.org,json_eg3.json,8,602,loading,28559
json.org,json_eg3.json,8,602,saving,22577
json.org,json_eg3.json,8,602,writing,1137670
gh,mgree.json,8,1331,reading,1869616
gh,mgree.json,8,1331,loading,48112
gh,mgree.json,8,1331,saving,38392
gh,mgree.json,8,1331,writing,1624068
ncdc,ncdc_datasets.json,8,1625,reading,2169557
ncdc,ncdc_datasets.json,8,1625,loading,30118
ncdc,ncdc_datasets.json,8,1625,saving,36738
ncdc,ncdc_datasets.json,8,1625,writing,3361832
doi,doi_smoosh.json,8,537,reading,777599
doi,doi_smoosh.json,8,537,loading,29536
doi,doi_smoosh.json,8,537,saving,34084
doi,doi_smoosh.json,8,537,writing,1502449
fda,recall10.json,8,212061,reading,276760621
fda,recall10.json,8,212061,loading,33546
fda,recall10.json,8,212061,saving,971205
fda,recall10.json,8,212061,writing,194796556
synthetic,obj_rename.json,8,69,reading,1032903
synthetic,obj_rename.json,8,69,loading,38764
synthetic,obj_rename.json,8,69,saving,10506
synthetic,obj_rename.json,8,69,writing,304341
gh,mgree_repos.json,8,159905,reading,212888055
gh,mgree_repos.json,8,159905,loading,76049
gh,mgree_repos.json,8,159905,saving,718708
gh,mgree_repos.json,8,159905,writing,113693394
fda,registrationlisting100.json,8,214459,reading,281911813
fda,registrationlisting100.json,8,214459,loading,32552
fda,registrationlisting100.json,8,214459,saving,1567411
fda,registrationlisting100.json,8,214459,writing,231216779
gh,ffs.json,8,5089,reading,7969926
gh,ffs.json,8,5089,loading,95853
gh,ffs.json,8,5089,saving,75997
gh,ffs.json,8,5089,writing,4289788
gh,gh_licenses.json,8,2507,reading,4197621
gh,gh_licenses.json,8,2507,loading,57044
gh,gh_licenses.json,8,2507,saving,44344
gh,gh_licenses.json,8,2507,writing,3689710
fda,tobacco_products.json,8,2345,reading,3271879
fda,tobacco_products.json,8,2345,loading,31447
fda,tobacco_products.json,8,2345,saving,40643
fda,tobacco_products.json,8,2345,writing,2476564
ncdc,ncdc_locations.json,8,2808,reading,4941490
ncdc,ncdc_locations.json,8,2808,loading,31802
ncdc,ncdc_locations.json,8,2808,saving,61813
ncdc,ncdc_locations.json,8,2808,writing,6225887
fda,event100.json,8,2945177,reading,3787301929
fda,event100.json,8,2945177,loading,32833
fda,event100.json,8,2945177,saving,10267188
fda,event100.json,8,2945177,writing,1903750019
fda,tobacco100.json,8,63634,reading,87930607
fda,tobacco100.json,8,63634,loading,33334
fda,tobacco100.json,8,63634,saving,304140
fda,tobacco100.json,8,63634,writing,44291721
fda,recall100.json,8,2117776,reading,2767267211
fda,recall100.json,8,2117776,loading,33822
fda,recall100.json,8,2117776,saving,9502383
fda,recall100.json,8,2117776,writing,2118929661
fda,recall.json,8,22475,reading,31284978
fda,recall.json,8,22475,loading,33837
fda,recall.json,8,22475,saving,135111
fda,recall.json,8,22475,writing,21227302
json.org,json_eg5.json,8,873,reading,2055238
json.org,json_eg5.json,8,873,loading,29930
json.org,json_eg5.json,8,873,saving,38626
json.org,json_eg5.json,8,873,writing,2012101
ncdc,ncdc_stations_big.json,8,200908,reading,271135932
ncdc,ncdc_stations_big.json,8,200908,loading,35731
ncdc,ncdc_stations_big.json,8,200908,saving,1898970
ncdc,ncdc_stations_big.json,8,200908,writing,367110756
gh,kmt.json,8,4979,reading,7857867
gh,kmt.json,8,4979,loading,81006
gh,kmt.json,8,4979,saving,73788
gh,kmt.json,8,4979,writing,4447825
ncdc,ncdc_07030.json,8,111,reading,398369
ncdc,ncdc_07030.json,8,111,loading,31669
ncdc,ncdc_07030.json,8,111,saving,12039
ncdc,ncdc_07030.json,8,111,writing,400074
json.org,json_eg1.json,8,583,reading,1038591
json.org,json_eg1.json,8,583,loading,30331
json.org,json_eg1.json,8,583,saving,20648
json.org,json_eg1.json,8,583,writing,755283
json.org,json_eg4.json,8,3468,reading,4855934
json.org,json_eg4.json,8,3468,loading,29938
json.org,json_eg4.json,8,3468,saving,39955
json.org,json_eg4.json,8,3468,writing,3326625
fda,tobacco10.json,8,6567,reading,9174558
fda,tobacco10.json,8,6567,loading,36438
fda,tobacco10.json,8,6567,saving,60596
fda,tobacco10.json,8,6567,writing,5341410
gov.uk,bank-holidays.json,8,15124,reading,22776637
gov.uk,bank-holidays.json,8,15124,loading,39432
gov.uk,bank-holidays.json,8,15124,saving,274137
gov.uk,bank-holidays.json,8,15124,writing,32292983
gh,gh_gpl3.json,8,36979,reading,50668108
gh,gh_gpl3.json,8,36979,loading,37026
gh,gh_gpl3.json,8,36979,saving,93910
gh,gh_gpl3.json,8,36979,writing,9103930
fda,waterpipe.json,8,1955,reading,3414528
fda,waterpipe.json,8,1955,loading,29395
fda,waterpipe.json,8,1955,saving,27461
fda,waterpipe.json,8,1955,writing,1449688
rv,agni.json,8,89267,reading,119780918
rv,agni.json,8,89267,loading,192196
rv,agni.json,8,89267,saving,899564
rv,agni.json,8,89267,writing,173304742
penguin,rust.json,8,161726,reading,215050607
penguin,rust.json,8,161726,loading,43100
penguin,rust.json,8,161726,saving,484133
penguin,rust.json,8,161726,writing,36498408
gh,gh_mgree_events.json,8,168832,reading,225436299
gh,gh_mgree_events.json,8,168832,loading,65704
gh,gh_mgree_events.json,8,168832,saving,949356
gh,gh_mgree_events.json,8,168832,writing,123393404
fda,recall50.json,8,1049501,reading,1368391242
fda,recall50.json,8,1049501,loading,32083
fda,recall50.json,8,1049501,saving,4969599
fda,recall50.json,8,1049501,writing,1091217945
synthetic,object.json,8,77,reading,365864
synthetic,object.json,8,77,loading,31516
synthetic,object.json,8,77,saving,11344
synthetic,object.json,8,77,writing,335983
ncdc,ncdc_datacategories.json,8,1075,reading,1699888
ncdc,ncdc_datacategories.json,8,1075,loading,29103
ncdc,ncdc_datacategories.json,8,1075,saving,45939
ncdc,ncdc_datacategories.json,8,1075,writing,3255685
gh,gh_apache2.json,8,12591,reading,18475746
gh,gh_apache2.json,8,12591,loading,39534
gh,gh_apache2.json,8,12591,saving,39691
gh,gh_apache2.json,8,12591,writing,3893414
penguin,dekeijzer.json,8,446,reading,802102
penguin,dekeijzer.json,8,446,loading,29921
penguin,dekeijzer.json,8,446,saving,26436
penguin,dekeijzer.json,8,446,writing,959296
ncdc,ncdc_locationcategories.json,8,543,reading,1012413
ncdc,ncdc_locationcategories.json,8,543,loading,29562
ncdc,ncdc_locationcategories.json,8,543,saving,34426
ncdc,ncdc_locationcategories.json,8,543,writing,1584837
synthetic,object_null.json,8,95,reading,350142
synthetic,object_null.json,8,95,loading,30935
synthetic,object_null.json,8,95,saving,17497
synthetic,object_null.json,8,95,writing,339930
doi,doi_10.1000_1.json,8,369,reading,719957
doi,doi_10.1000_1.json,8,369,loading,31908
doi,doi_10.1000_1.json,8,369,saving,22840
doi,doi_10.1000_1.json,8,369,writing,924984
rv,human_male.json,8,603912,reading,802281965
rv,human_male.json,8,603912,loading,1285641
rv,human_male.json,8,603912,saving,4754187
