source,file,kind,direction,magnitude,run,size,activity,ns
micro,named_deep_16.json,named,deep,16,2,101,loading,56827
micro,named_deep_16.json,named,deep,16,2,101,saving,33403
micro,named_deep_16.json,named,deep,16,2,101,writing,828564
micro,list_deep_4.json,list,deep,4,2,13,reading,890797
micro,list_deep_4.json,list,deep,4,2,13,loading,60566
micro,list_deep_4.json,list,deep,4,2,13,saving,17855
micro,list_deep_4.json,list,deep,4,2,13,writing,210323
micro,list_wide_1.json,list,wide,1,2,7,reading,194352
micro,list_wide_1.json,list,wide,1,2,7,loading,57141
micro,list_wide_1.json,list,wide,1,2,7,saving,11219
micro,list_wide_1.json,list,wide,1,2,7,writing,163455
micro,list_deep_32.json,list,deep,32,2,69,reading,336339
micro,list_deep_32.json,list,deep,32,2,69,loading,86271
micro,list_deep_32.json,list,deep,32,2,69,saving,33257
micro,list_deep_32.json,list,deep,32,2,69,writing,566635
micro,list_wide_2.json,list,wide,2,2,12,reading,935279
micro,list_wide_2.json,list,wide,2,2,12,loading,63688
micro,list_wide_2.json,list,wide,2,2,12,saving,14695
micro,list_wide_2.json,list,wide,2,2,12,writing,174083
micro,named_wide_8.json,named,wide,8,2,74,reading,1103540
micro,named_wide_8.json,named,wide,8,2,74,loading,33658
micro,named_wide_8.json,named,wide,8,2,74,saving,16624
micro,named_wide_8.json,named,wide,8,2,74,writing,459650
micro,named_deep_8.json,named,deep,8,2,53,reading,1081450
micro,named_deep_8.json,named,deep,8,2,53,loading,48546
micro,named_deep_8.json,named,deep,8,2,53,saving,26720
micro,named_deep_8.json,named,deep,8,2,53,writing,458581
micro,list_deep_64.json,list,deep,64,2,133,reading,1076306
micro,list_deep_64.json,list,deep,64,2,133,loading,102108
micro,list_deep_64.json,list,deep,64,2,133,saving,46486
micro,list_deep_64.json,list,deep,64,2,133,writing,828819
micro,named_deep_2.json,named,deep,2,2,17,reading,1336454
micro,named_deep_2.json,named,deep,2,2,17,loading,65455
micro,named_deep_2.json,named,deep,2,2,17,saving,12174
micro,named_deep_2.json,named,deep,2,2,17,writing,239200
micro,list_wide_256.json,list,wide,256,3,1282,reading,2728717
micro,list_wide_256.json,list,wide,256,3,1282,loading,148996
